conversation_id,message_count,first_message_time,last_message_time,customer_message_count,company_message_count,has_customer_message,has_company_response,is_resolved_candidate,conversation_duration_hours,brand
1001020,2,2017-10-14T12:28:13Z,2017-10-14T12:41:14Z,1,1,True,True,True,0.21694444444444444,AmazonHelp
1001027,3,2017-10-14T11:43:17Z,2017-10-14T12:39:28Z,1,2,True,True,True,0.9363888888888889,AmazonHelp
1001028,2,2017-10-14T12:18:20Z,2017-10-14T12:39:02Z,1,1,True,True,True,0.345,AmazonHelp
1001030,2,2017-10-14T12:21:33Z,2017-10-14T12:39:00Z,1,1,True,True,True,0.29083333333333333,AmazonHelp
1001035,4,2017-10-14T12:18:17Z,2017-10-14T13:11:56Z,2,2,True,True,True,0.8941666666666667,AmazonHelp
1001036,2,2017-10-14T12:14:28Z,2017-10-14T12:36:55Z,1,1,True,True,True,0.37416666666666665,AmazonHelp
1001039,10,2017-10-14T10:32:02Z,2017-10-14T12:36:53Z,5,5,True,True,True,2.0808333333333335,AmazonHelp
1001040,2,2017-10-14T12:19:07Z,2017-10-14T12:36:06Z,1,1,True,True,True,0.28305555555555556,AmazonHelp
1001044,3,2017-10-14T11:50:29Z,2017-10-14T12:47:29Z,1,2,True,True,True,0.95,AmazonHelp
1001045,2,2017-10-14T11:24:42Z,2017-10-14T12:34:00Z,1,1,True,True,True,1.155,AmazonHelp
1001049,16,2017-10-14T12:17:07Z,2017-10-15T05:32:29Z,9,7,True,True,True,17.25611111111111,AmazonHelp
1001063,2,2017-10-14T12:23:27Z,2017-10-14T12:32:00Z,1,1,True,True,True,0.1425,AmazonHelp
1001067,3,2017-10-22T17:28:46Z,2017-10-22T17:44:00Z,1,2,True,True,True,0.2538888888888889,AmazonHelp
1001069,3,2017-10-14T12:19:36Z,2017-10-14T13:37:16Z,2,1,True,True,True,1.2944444444444445,AmazonHelp
1001075,5,2017-10-14T12:10:02Z,2017-10-14T13:18:35Z,3,2,True,True,True,1.1425,AmazonHelp
1001076,2,2017-10-22T17:31:01Z,2017-10-22T17:42:40Z,1,1,True,True,True,0.19416666666666665,AmazonHelp
1001080,3,2017-10-22T17:32:33Z,2017-10-22T17:42:00Z,1,2,True,True,True,0.1575,AmazonHelp
1001081,2,2017-10-22T17:38:34Z,2017-10-22T17:41:00Z,1,1,True,True,True,0.04055555555555555,AmazonHelp
1001092,10,2017-10-22T17:17:40Z,2017-10-24T15:14:39Z,5,5,True,True,True,45.94972222222222,AmazonHelp
1001093,4,2017-10-22T15:15:04Z,2017-10-22T17:37:28Z,2,2,True,True,True,2.3733333333333335,AmazonHelp
1001097,2,2017-10-22T16:02:07Z,2017-10-22T17:35:30Z,1,1,True,True,True,1.5563888888888888,AmazonHelp
1001099,2,2017-10-22T17:20:08Z,2017-10-22T17:34:03Z,1,1,True,True,True,0.23194444444444445,AmazonHelp
1001104,4,2017-10-22T17:20:03Z,2017-10-22T17:48:00Z,2,2,True,True,True,0.4658333333333333,AmazonHelp
1001105,2,2017-10-22T17:21:11Z,2017-10-22T17:30:31Z,1,1,True,True,True,0.15555555555555556,AmazonHelp
1001107,2,2017-10-22T17:20:52Z,2017-10-22T17:30:31Z,1,1,True,True,True,0.16083333333333333,AmazonHelp
1001109,4,2017-10-22T15:04:01Z,2017-10-22T17:30:01Z,2,2,True,True,True,2.433333333333333,AmazonHelp
1001614,4,2017-10-12T05:30:53Z,2017-10-12T07:51:52Z,3,1,True,True,True,2.3497222222222223,AmazonHelp
1001962,4,2017-10-22T17:48:01Z,2017-10-22T18:06:00Z,2,2,True,True,True,0.2997222222222222,AmazonHelp
1001964,3,2017-10-22T17:38:29Z,2017-10-22T18:51:22Z,2,1,True,True,True,1.2147222222222223,AmazonHelp
1001970,5,2017-10-22T17:42:12Z,2017-10-22T17:54:00Z,3,2,True,True,True,0.19666666666666666,AmazonHelp
1001977,4,2017-10-22T16:48:25Z,2017-10-22T19:52:38Z,2,2,True,True,True,3.0702777777777777,AmazonHelp
1001982,5,2017-10-22T17:39:37Z,2017-10-22T18:17:57Z,3,2,True,True,True,0.6388888888888888,AmazonHelp
1002194,2,2017-10-22T14:44:34Z,2017-10-22T14:58:29Z,1,1,True,True,True,0.23194444444444445,AmazonHelp
1002196,2,2017-10-22T14:49:38Z,2017-10-22T14:56:30Z,1,1,True,True,True,0.11444444444444445,AmazonHelp
1002198,2,2017-10-22T14:42:11Z,2017-10-22T14:51:00Z,1,1,True,True,True,0.14694444444444443,AmazonHelp
1002201,2,2017-10-22T14:42:09Z,2017-10-22T14:50:00Z,1,1,True,True,True,0.13083333333333333,AmazonHelp
1002203,2,2017-10-22T14:27:23Z,2017-10-22T14:45:00Z,1,1,True,True,True,0.2936111111111111,AmazonHelp
1002500,2,2017-10-14T12:32:55Z,2017-10-14T12:58:26Z,1,1,True,True,True,0.42527777777777775,AmazonHelp
1002537,2,2017-10-14T12:50:33Z,2017-10-14T12:58:00Z,1,1,True,True,True,0.12416666666666666,AmazonHelp
1002547,3,2017-10-14T12:39:50Z,2017-10-14T13:03:15Z,2,1,True,True,True,0.3902777777777778,AmazonHelp
1002549,2,2017-10-14T12:25:16Z,2017-10-14T12:57:33Z,1,1,True,True,True,0.5380555555555555,AmazonHelp
1002556,4,2017-10-14T12:44:58Z,2017-10-14T12:57:00Z,2,2,True,True,True,0.20055555555555554,AmazonHelp
1002557,2,2017-10-14T12:23:48Z,2017-10-14T12:56:32Z,1,1,True,True,True,0.5455555555555556,AmazonHelp
1002559,2,2017-10-14T12:23:17Z,2017-10-14T12:56:00Z,1,1,True,True,True,0.5452777777777778,AmazonHelp
1002564,4,2017-10-14T12:17:18Z,2017-10-14T12:55:00Z,2,2,True,True,True,0.6283333333333333,AmazonHelp
1002586,8,2017-10-14T12:07:58Z,2017-10-15T11:07:41Z,5,3,True,True,True,22.995277777777776,AmazonHelp
1002614,15,2017-10-14T12:03:34Z,2017-10-14T15:11:00Z,9,6,True,True,True,3.1238888888888887,AmazonHelp
1002635,5,2017-10-14T12:11:21Z,2017-10-14T15:02:41Z,3,2,True,True,True,2.8555555555555556,AmazonHelp
1002636,2,2017-10-14T12:46:02Z,2017-10-14T12:51:00Z,1,1,True,True,True,0.08277777777777778,AmazonHelp
1002638,2,2017-10-14T12:45:34Z,2017-10-14T12:49:00Z,1,1,True,True,True,0.05722222222222222,AmazonHelp
1002648,7,2017-10-13T08:58:11Z,2017-10-14T12:55:28Z,4,3,True,True,True,27.954722222222223,AmazonHelp
1002649,10,2017-10-14T12:43:46Z,2017-10-14T13:28:00Z,4,6,True,True,True,0.7372222222222222,AmazonHelp
1002652,3,2017-10-14T12:29:52Z,2017-10-14T12:46:30Z,1,2,True,True,True,0.2772222222222222,AmazonHelp
1002656,2,2017-10-14T12:38:58Z,2017-10-14T12:45:36Z,1,1,True,True,True,0.11055555555555556,AmazonHelp
1002874,2,2017-10-22T14:56:19Z,2017-10-22T15:14:00Z,1,1,True,True,True,0.2947222222222222,AmazonHelp
1002879,11,2017-10-22T15:09:53Z,2017-10-22T17:18:00Z,8,3,True,True,True,2.1352777777777776,AmazonHelp
1002889,3,2017-10-22T14:48:57Z,2017-10-22T15:10:32Z,1,2,True,True,True,0.3597222222222222,AmazonHelp
1002893,4,2017-10-22T14:43:57Z,2017-10-22T15:36:31Z,2,2,True,True,True,0.8761111111111111,AmazonHelp
1002896,6,2017-10-22T14:55:54Z,2017-10-22T15:08:00Z,3,3,True,True,False,0.20166666666666666,AmazonHelp
1002900,2,2017-10-22T15:04:36Z,2017-10-22T15:07:29Z,1,1,True,True,True,0.04805555555555555,AmazonHelp
1002902,2,2017-10-12T06:40:07Z,2017-10-12T06:48:52Z,1,1,True,True,True,0.14583333333333334,AmazonHelp
1002904,2,2017-10-22T14:52:59Z,2017-10-22T15:05:30Z,1,1,True,True,True,0.2086111111111111,AmazonHelp
1002906,2,2017-10-22T08:23:15Z,2017-10-22T15:05:29Z,1,1,True,True,True,6.703888888888889,AmazonHelp
1002912,2,2017-10-22T14:51:44Z,2017-10-22T15:03:30Z,1,1,True,True,True,0.19611111111111112,AmazonHelp
1002917,4,2017-10-22T14:42:25Z,2017-10-22T23:19:00Z,2,2,True,True,True,8.609722222222222,AmazonHelp
1002918,2,2017-10-22T14:57:12Z,2017-10-22T15:00:01Z,1,1,True,True,True,0.04694444444444444,AmazonHelp
1002923,4,2017-10-22T14:56:16Z,2017-10-22T15:33:35Z,2,2,True,True,True,0.6219444444444444,AmazonHelp
1003582,2,2017-10-12T06:07:56Z,2017-10-12T07:22:52Z,1,1,True,True,True,1.248888888888889,AmazonHelp
1003600,5,2017-10-14T12:43:31Z,2017-10-14T14:43:37Z,4,1,True,True,True,2.0016666666666665,AmazonHelp
1003601,2,2017-10-22T15:24:30Z,2017-10-22T15:29:00Z,1,1,True,True,True,0.075,AmazonHelp
1003609,2,2017-10-14T13:07:41Z,2017-10-14T13:12:51Z,1,1,True,True,True,0.08611111111111111,AmazonHelp
1003615,5,2017-10-14T12:35:11Z,2017-10-14T14:09:00Z,3,2,True,True,True,1.563611111111111,AmazonHelp
1003623,2,2017-10-22T15:02:36Z,2017-10-22T15:28:27Z,1,1,True,True,True,0.43083333333333335,AmazonHelp
1003625,2,2017-10-22T15:03:44Z,2017-10-22T15:27:04Z,1,1,True,True,True,0.3888888888888889,AmazonHelp
1003627,2,2017-10-22T15:16:54Z,2017-10-22T15:25:31Z,1,1,True,True,True,0.1436111111111111,AmazonHelp
1003636,4,2017-10-22T15:10:57Z,2017-10-22T15:24:00Z,2,2,True,True,True,0.2175,AmazonHelp
1003640,2,2017-10-22T15:00:54Z,2017-10-22T15:23:01Z,1,1,True,True,True,0.3686111111111111,AmazonHelp
1003644,3,2017-10-22T15:10:50Z,2017-10-22T15:21:29Z,1,2,True,True,True,0.1775,AmazonHelp
1003645,2,2017-10-14T13:02:38Z,2017-10-14T13:10:30Z,1,1,True,True,True,0.13111111111111112,AmazonHelp
1003649,6,2017-10-14T12:49:28Z,2017-10-14T13:19:16Z,4,2,True,True,True,0.49666666666666665,AmazonHelp
1003662,3,2017-10-22T15:00:13Z,2017-10-22T15:32:39Z,2,1,True,True,True,0.5405555555555556,AmazonHelp
1003668,4,2017-10-14T12:31:36Z,2017-10-14T13:36:00Z,2,2,True,True,True,1.0733333333333333,AmazonHelp
1003669,2,2017-10-22T14:58:11Z,2017-10-22T15:17:38Z,1,1,True,True,True,0.32416666666666666,AmazonHelp
1003681,9,2017-10-22T14:57:46Z,2017-10-25T06:33:27Z,4,5,True,True,True,63.594722222222224,AmazonHelp
1003684,2,2017-10-14T12:50:11Z,2017-10-14T13:04:00Z,1,1,True,True,True,0.23027777777777778,AmazonHelp
1003692,4,2017-10-14T12:54:52Z,2017-10-14T13:03:00Z,1,3,True,True,True,0.13555555555555557,AmazonHelp
1003704,5,2017-10-14T12:56:25Z,2017-10-14T13:19:08Z,3,2,True,True,True,0.3786111111111111,AmazonHelp
1003708,7,2017-10-14T12:57:32Z,2017-10-14T13:17:00Z,3,4,True,True,True,0.3244444444444444,AmazonHelp
1003711,2,2017-10-14T12:45:56Z,2017-10-14T13:01:11Z,1,1,True,True,True,0.25416666666666665,AmazonHelp
1003723,11,2017-10-14T12:47:46Z,2017-10-15T07:16:29Z,6,5,True,True,True,18.47861111111111,AmazonHelp
1003728,5,2017-10-14T12:51:48Z,2017-10-14T16:20:00Z,2,3,True,True,True,3.47,AmazonHelp
1004359,4,2017-10-22T15:27:07Z,2017-10-22T15:44:29Z,2,2,True,True,True,0.28944444444444445,AmazonHelp
1004369,11,2017-10-18T12:47:18Z,2017-10-23T13:56:33Z,5,6,True,True,True,121.15416666666667,AmazonHelp
1004383,2,2017-10-22T15:28:47Z,2017-10-22T15:41:27Z,1,1,True,True,True,0.2111111111111111,AmazonHelp
1004386,3,2017-10-22T15:35:08Z,2017-10-22T15:44:13Z,2,1,True,True,True,0.15138888888888888,AmazonHelp
1004392,2,2017-10-22T15:24:48Z,2017-10-22T15:38:28Z,1,1,True,True,True,0.22777777777777777,AmazonHelp
1004394,2,2017-10-22T15:05:33Z,2017-10-22T15:36:00Z,1,1,True,True,True,0.5075,AmazonHelp
1004408,4,2017-10-16T18:56:03Z,2017-10-22T15:34:00Z,2,2,True,True,True,140.6325,AmazonHelp
1004429,3,2017-10-22T15:16:16Z,2017-10-22T15:33:08Z,2,1,True,True,True,0.2811111111111111,AmazonHelp
1004444,2,2017-10-22T15:14:37Z,2017-10-22T15:31:00Z,1,1,True,True,True,0.27305555555555555,AmazonHelp
1004508,2,2017-11-25T17:20:13Z,2017-11-25T17:26:28Z,1,1,True,True,True,0.10416666666666667,AmazonHelp
1004512,6,2017-11-25T17:17:00Z,2017-11-25T17:44:18Z,4,2,True,True,True,0.455,AmazonHelp
1004516,2,2017-11-25T17:12:40Z,2017-11-25T17:25:56Z,1,1,True,True,True,0.22111111111111112,AmazonHelp
1004521,4,2017-11-25T17:19:24Z,2017-11-25T17:41:00Z,2,2,True,True,True,0.36,AmazonHelp
1004522,2,2017-11-25T17:21:20Z,2017-11-25T17:24:30Z,1,1,True,True,True,0.05277777777777778,AmazonHelp
1004529,10,2017-11-25T17:03:48Z,2017-11-25T17:54:30Z,5,5,True,True,True,0.845,AmazonHelp
1004542,9,2017-11-25T17:10:00Z,2017-11-25T17:49:00Z,5,4,True,True,True,0.65,AmazonHelp
1004543,2,2017-11-25T17:11:22Z,2017-11-25T17:22:07Z,1,1,True,True,True,0.17916666666666667,AmazonHelp
1004557,3,2017-11-25T17:17:51Z,2017-11-25T17:24:41Z,2,1,True,True,True,0.11388888888888889,AmazonHelp
1004560,5,2017-11-25T17:06:50Z,2017-11-25T17:23:58Z,3,2,True,True,True,0.28555555555555556,AmazonHelp
1004567,2,2017-11-25T17:17:41Z,2017-11-25T17:20:56Z,1,1,True,True,True,0.05416666666666667,AmazonHelp
1004569,4,2017-11-25T15:22:52Z,2017-11-25T17:20:00Z,2,2,True,True,True,1.9522222222222223,AmazonHelp
1004573,4,2017-11-25T15:39:52Z,2017-11-25T17:20:00Z,2,2,True,True,True,1.6688888888888889,AmazonHelp
1004577,2,2017-11-25T17:15:56Z,2017-11-25T17:19:00Z,1,1,True,True,True,0.051111111111111114,AmazonHelp
1004582,4,2017-11-25T17:13:30Z,2017-11-25T17:38:00Z,2,2,True,True,True,0.4083333333333333,AmazonHelp
1004592,3,2017-11-25T17:00:47Z,2017-11-25T17:17:28Z,1,2,True,True,True,0.27805555555555556,AmazonHelp
1004593,2,2017-11-25T17:10:11Z,2017-11-25T17:14:10Z,1,1,True,True,True,0.06638888888888889,AmazonHelp
1004595,2,2017-11-25T17:06:52Z,2017-11-25T17:13:32Z,1,1,True,True,True,0.1111111111111111,AmazonHelp
1004602,8,2017-11-25T16:59:12Z,2017-11-25T18:10:29Z,4,4,True,True,True,1.1880555555555556,AmazonHelp
1004618,14,2017-11-25T17:08:15Z,2017-11-25T20:20:33Z,8,6,True,True,True,3.205,AmazonHelp
1004630,2,2017-11-25T17:02:20Z,2017-11-25T17:12:27Z,1,1,True,True,True,0.1686111111111111,AmazonHelp
1004632,2,2017-11-25T17:01:37Z,2017-11-25T17:09:00Z,1,1,True,True,True,0.12305555555555556,AmazonHelp
1004634,4,2017-11-24T19:22:17Z,2017-11-25T17:08:29Z,2,2,True,True,True,21.77,AmazonHelp
1004638,7,2017-11-24T06:29:46Z,2017-11-25T18:58:00Z,4,3,True,True,True,36.470555555555556,AmazonHelp
1004639,2,2017-11-25T16:49:45Z,2017-11-25T17:07:32Z,1,1,True,True,True,0.29638888888888887,AmazonHelp
1004641,2,2017-11-25T17:02:50Z,2017-11-25T17:06:00Z,1,1,True,True,True,0.05277777777777778,AmazonHelp
1004647,3,2017-11-25T17:01:32Z,2017-11-25T17:06:27Z,2,1,True,True,True,0.08194444444444444,AmazonHelp
1004649,2,2017-11-25T16:33:44Z,2017-11-25T17:05:32Z,1,1,True,True,True,0.53,AmazonHelp
1004651,2,2017-11-25T16:34:17Z,2017-11-25T17:05:00Z,1,1,True,True,True,0.5119444444444444,AmazonHelp
1004660,2,2017-11-25T15:10:37Z,2017-11-25T17:05:00Z,1,1,True,True,True,1.906388888888889,AmazonHelp
1004662,2,2017-11-25T16:08:05Z,2017-11-25T17:04:36Z,1,1,True,True,True,0.9419444444444445,AmazonHelp
1004673,10,2017-11-25T16:41:09Z,2017-11-27T05:29:00Z,6,4,True,True,True,36.7975,AmazonHelp
1004676,3,2017-11-25T16:57:24Z,2017-11-25T17:08:41Z,2,1,True,True,True,0.18805555555555556,AmazonHelp
1005036,3,2017-10-14T12:57:13Z,2017-10-14T22:33:06Z,2,1,True,True,True,9.598055555555556,AmazonHelp
1005038,2,2017-10-14T12:57:42Z,2017-10-14T13:29:00Z,1,1,True,True,True,0.5216666666666666,AmazonHelp
1005040,2,2017-10-14T13:20:59Z,2017-10-14T13:28:32Z,1,1,True,True,True,0.12583333333333332,AmazonHelp
1005052,7,2017-10-14T12:53:21Z,2017-10-15T14:10:32Z,4,3,True,True,True,25.28638888888889,AmazonHelp
1005056,2,2017-10-14T12:55:40Z,2017-10-14T13:26:28Z,1,1,True,True,True,0.5133333333333333,AmazonHelp
1005058,2,2017-10-14T13:15:39Z,2017-10-14T13:26:27Z,1,1,True,True,True,0.18,AmazonHelp
1005063,4,2017-10-14T13:18:21Z,2017-10-14T13:32:00Z,2,2,True,True,True,0.2275,AmazonHelp
1005067,4,2017-10-14T13:14:08Z,2017-10-14T14:56:33Z,2,2,True,True,True,1.7069444444444444,AmazonHelp
1005070,11,2017-10-14T12:59:18Z,2017-10-14T13:46:34Z,4,7,True,True,True,0.7877777777777778,AmazonHelp
1005075,2,2017-10-14T13:07:22Z,2017-10-14T13:25:00Z,1,1,True,True,True,0.29388888888888887,AmazonHelp
1005078,6,2017-10-14T13:08:33Z,2017-10-14T14:38:55Z,2,4,True,True,True,1.5061111111111112,AmazonHelp
1005103,7,2017-10-14T12:45:29Z,2017-10-14T20:54:25Z,4,3,True,True,True,8.148888888888889,AmazonHelp
1005115,13,2017-10-14T12:38:26Z,2017-10-16T15:49:32Z,6,7,True,True,False,51.185,AmazonHelp
1005117,2,2017-10-14T13:17:23Z,2017-10-14T13:23:00Z,1,1,True,True,True,0.09361111111111112,AmazonHelp
1005120,3,2017-10-14T13:08:18Z,2017-10-14T13:38:58Z,2,1,True,True,True,0.5111111111111111,AmazonHelp
1005122,3,2017-10-14T00:34:28Z,2017-10-14T13:19:34Z,2,1,True,True,True,12.751666666666667,AmazonHelp
1005131,5,2017-10-14T13:09:09Z,2017-10-14T14:48:30Z,2,3,True,True,True,1.6558333333333333,AmazonHelp
1005136,5,2017-10-14T12:47:28Z,2017-10-14T16:51:19Z,3,2,True,True,True,4.064166666666667,AmazonHelp
1005137,2,2017-10-14T12:43:02Z,2017-10-14T13:18:00Z,1,1,True,True,True,0.5827777777777777,AmazonHelp
1005150,2,2017-10-14T13:11:58Z,2017-10-14T13:17:00Z,1,1,True,True,True,0.08388888888888889,AmazonHelp
1005156,3,2017-10-14T13:03:06Z,2017-10-14T13:17:24Z,2,1,True,True,True,0.23833333333333334,AmazonHelp
1005184,2,2017-10-12T08:13:56Z,2017-10-12T08:20:27Z,1,1,True,True,True,0.10861111111111112,AmazonHelp
1005195,3,2017-10-14T13:12:27Z,2017-10-14T13:15:35Z,1,2,True,True,True,0.052222222222222225,AmazonHelp
1005648,2,2017-10-12T07:56:21Z,2017-10-12T08:30:27Z,1,1,True,True,True,0.5683333333333334,AmazonHelp
1005959,6,2017-10-22T19:31:24Z,2017-10-22T20:24:23Z,4,2,True,True,True,0.8830555555555556,AmazonHelp
1005963,2,2017-10-22T19:25:58Z,2017-10-22T19:44:01Z,1,1,True,True,True,0.30083333333333334,AmazonHelp
1005965,2,2017-10-22T19:31:46Z,2017-10-22T19:44:00Z,1,1,True,True,True,0.2038888888888889,AmazonHelp
1005992,33,2017-10-22T19:36:40Z,2017-11-03T18:59:25Z,24,9,True,True,True,287.37916666666666,AmazonHelp
1006000,3,2017-10-22T19:36:32Z,2017-10-22T19:43:00Z,1,2,True,True,False,0.10777777777777778,AmazonHelp
1006006,4,2017-10-22T18:18:37Z,2017-10-22T20:14:00Z,2,2,True,True,True,1.9230555555555555,AmazonHelp
1006007,2,2017-10-22T19:38:36Z,2017-10-22T19:41:42Z,1,1,True,True,True,0.051666666666666666,AmazonHelp
1006018,6,2017-10-22T18:59:43Z,2017-10-22T19:41:42Z,3,3,True,True,True,0.6997222222222222,AmazonHelp
1006020,6,2017-10-22T19:05:46Z,2017-10-22T19:41:42Z,4,2,True,True,True,0.5988888888888889,AmazonHelp
1006029,4,2017-10-22T19:36:05Z,2017-10-22T20:11:32Z,2,2,True,True,True,0.5908333333333333,AmazonHelp
1006041,10,2017-10-18T14:32:04Z,2017-10-22T19:37:50Z,4,6,True,True,True,101.09611111111111,AmazonHelp
1006043,3,2017-10-22T19:27:16Z,2017-10-22T19:44:53Z,2,1,True,True,True,0.2936111111111111,AmazonHelp
1006045,4,2017-10-22T18:39:20Z,2017-10-22T19:36:32Z,2,2,True,True,True,0.9533333333333334,AmazonHelp
1006051,7,2017-10-22T19:25:36Z,2017-10-22T19:48:34Z,5,2,True,True,True,0.3827777777777778,AmazonHelp
1006539,4,2017-10-14T13:02:18Z,2017-10-15T13:23:32Z,2,2,True,True,True,24.35388888888889,AmazonHelp
1006543,6,2017-10-14T13:24:23Z,2017-10-14T14:13:31Z,3,3,True,True,True,0.8188888888888889,AmazonHelp
1006548,4,2017-10-13T20:57:39Z,2017-10-14T13:43:31Z,2,2,True,True,True,16.764444444444443,AmazonHelp
1006560,9,2017-10-14T13:27:28Z,2017-10-16T16:30:16Z,5,4,True,True,True,51.04666666666667,AmazonHelp
1006586,4,2017-10-14T13:22:21Z,2017-10-17T01:00:34Z,2,2,True,True,True,59.636944444444445,AmazonHelp
1006590,4,2017-10-14T13:23:04Z,2017-10-14T15:55:00Z,2,2,True,True,True,2.5322222222222224,AmazonHelp
1006591,3,2017-10-07T14:00:15Z,2017-10-14T13:41:00Z,2,1,True,True,True,167.67916666666667,AmazonHelp
1006596,3,2017-10-14T13:23:23Z,2017-10-14T13:40:29Z,1,2,True,True,True,0.285,AmazonHelp
1006598,3,2017-10-14T13:18:22Z,2017-10-14T14:25:24Z,2,1,True,True,True,1.1172222222222221,AmazonHelp
1006600,2,2017-10-14T13:06:17Z,2017-10-14T13:39:01Z,1,1,True,True,True,0.5455555555555556,AmazonHelp
1006606,3,2017-10-14T13:07:32Z,2017-10-14T14:26:22Z,2,1,True,True,True,1.3138888888888889,AmazonHelp
1006609,3,2017-10-14T13:24:44Z,2017-10-14T13:42:51Z,2,1,True,True,True,0.30194444444444446,AmazonHelp
1006611,2,2017-10-14T13:23:55Z,2017-10-14T13:37:30Z,1,1,True,True,True,0.2263888888888889,AmazonHelp
1006626,4,2017-10-14T13:03:41Z,2017-10-14T13:48:58Z,2,2,True,True,True,0.7547222222222222,AmazonHelp
1006632,2,2017-10-14T13:26:15Z,2017-10-14T13:30:31Z,1,1,True,True,True,0.07111111111111111,AmazonHelp
1006634,2,2017-10-14T13:15:05Z,2017-10-14T13:30:00Z,1,1,True,True,True,0.24861111111111112,AmazonHelp
1007003,5,2017-10-22T19:40:32Z,2017-10-22T19:59:14Z,4,1,True,True,True,0.31166666666666665,AmazonHelp
1007007,6,2017-10-17T23:34:33Z,2017-10-22T19:57:24Z,5,1,True,True,True,116.38083333333333,AmazonHelp
1007018,6,2017-10-22T19:37:08Z,2017-10-22T20:09:00Z,3,3,True,True,True,0.5311111111111111,AmazonHelp
1007019,2,2017-10-22T19:36:26Z,2017-10-22T19:56:00Z,1,1,True,True,True,0.32611111111111113,AmazonHelp
1007026,6,2017-10-22T19:28:54Z,2017-10-22T21:06:00Z,3,3,True,True,True,1.6183333333333334,AmazonHelp
1007030,6,2017-10-22T19:40:41Z,2017-10-22T20:12:33Z,3,3,True,True,True,0.5311111111111111,AmazonHelp
1007042,13,2017-10-22T18:19:31Z,2017-10-22T20:31:25Z,7,6,True,True,True,2.1983333333333333,AmazonHelp
1007048,9,2017-10-19T15:08:45Z,2017-10-22T19:51:07Z,4,5,True,True,True,76.70611111111111,AmazonHelp
1007547,6,2017-10-14T13:28:23Z,2017-10-14T14:29:30Z,3,3,True,True,True,1.0186111111111111,AmazonHelp
1007548,2,2017-10-14T13:24:06Z,2017-10-14T13:47:33Z,1,1,True,True,True,0.3908333333333333,AmazonHelp
1007560,2,2017-10-14T13:42:27Z,2017-10-14T13:46:34Z,1,1,True,True,True,0.06861111111111111,AmazonHelp
1007566,5,2017-10-14T13:33:41Z,2017-10-14T14:09:39Z,3,2,True,True,True,0.5994444444444444,AmazonHelp
1007567,3,2017-10-14T13:18:00Z,2017-10-14T13:46:01Z,1,2,True,True,False,0.46694444444444444,AmazonHelp
1007571,2,2017-10-14T13:27:41Z,2017-10-14T13:44:39Z,1,1,True,True,True,0.2827777777777778,AmazonHelp
1007723,4,2017-10-22T20:10:17Z,2017-10-22T20:37:24Z,2,2,True,True,True,0.4519444444444444,AmazonHelp
1007725,3,2017-10-22T20:10:04Z,2017-10-22T20:15:17Z,2,1,True,True,True,0.08694444444444445,AmazonHelp
