sample_brand,conv_id,tweet_id,created_at,author_id,inbound,text
AmazonHelp,415603,473244,Fri Dec 01 09:18:13 +0000 2017,227505,True,#OnePlus5TAppQuiz  @AmazonHelp  where is a OnePlus5t winner list
AmazonHelp,415603,473243,Fri Dec 01 09:48:32 +0000 2017,AmazonHelp,False,"@227505 I'm sorry for the delay in publishing the results. We're working on it, kindly stay tuned. ^AP"
AmazonHelp,456212,517717,Sat Dec 02 01:22:14 +0000 2017,239377,True,Damn @115821 is serious about their same day deliveries cuz if I didn’t read the situation right and give the van enough space he woulda just clipped me lol
AmazonHelp,456212,517716,Sat Dec 02 01:32:00 +0000 2017,AmazonHelp,False,"@239377 We'd like to investigate this further. Please provide as much information as you can about this incident: https://t.co/awBuWJyKm4. When, where, any crossroads. Thanks in advance. ^EZ"
AmazonHelp,572831,644834,Wed Nov 22 18:03:06 +0000 2017,273045,True,"@115850 

Who the hell is Raghav Rastogi guys? I have not got any @132994  5tphone yet ... need a resolution ASAP ... Customer care is not helping me https://t.co/1Yo1hyvyKM"
AmazonHelp,572831,644833,Wed Nov 22 18:06:00 +0000 2017,AmazonHelp,False,"@273045 I'm sorry about the tracking update. Please reach us from here: https://t.co/rS49hgaADF we'll check this and assist you. Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^SV"
AmazonHelp,572831,644832,Wed Nov 22 18:08:56 +0000 2017,273045,True,@AmazonHelp I don't care guys. Horrible customer service. How can you guys mark a mobile phone delivered when it is not.
AmazonHelp,572831,644831,Wed Nov 22 18:13:28 +0000 2017,AmazonHelp,False,@273045 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
AmazonHelp,637103,713750,Tue Oct 10 23:00:59 +0000 2017,290721,True,I just had my first @117093 experience and I will never set foot in a grocery store again #thisisnotanAD
AmazonHelp,637103,713749,Tue Oct 10 23:07:29 +0000 2017,AmazonHelp,False,@290721 We like to think we make adulting easier! Welcome to the family! 😊^ST
AmazonHelp,710591,794508,Thu Oct 12 13:45:09 +0000 2017,309435,True,@115850 I have bought one+5 in No Cost Emi through @17629 credit card but now i got message that bank would leive interest of 1.08% .. https://t.co/MCO7DWCA6p
AmazonHelp,710591,794506,Thu Oct 12 14:05:01 +0000 2017,AmazonHelp,False,@309435 That's unusual. Suggest you to connect with your bank. ^SG
AmazonHelp,710591,794507,Thu Oct 12 14:09:45 +0000 2017,309435,True,@AmazonHelp @139570 @17629  This is the order details... Please solve...  As Amazon said its No Cost Emi... https://t.co/G0DI27yQfM
AmazonHelp,710591,794510,Thu Oct 12 14:26:26 +0000 2017,AmazonHelp,False,"@309435 That's odd, have you checked about this with our support team? You can do so here: https://t.co/TdDksLo6Mf ^MS"
AmazonHelp,710591,794509,Thu Oct 12 14:27:31 +0000 2017,AmazonHelp,False,@309435 Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. ^MS
AmazonHelp,710591,794511,Thu Oct 12 14:27:45 +0000 2017,309435,True,@AmazonHelp Yes...  They asked it was no ckst but I got msg that bank will charge 1.08% ... please check with one plus and bank or else i will go legal
AmazonHelp,710591,794512,Thu Oct 12 14:49:00 +0000 2017,AmazonHelp,False,"@309435 Naved, seems like an error. Please get in touch with the bank regarding the concern. ^MS"
AmazonHelp,1031042,1142012,Tue Oct 24 15:39:16 +0000 2017,182232,True,"Seems @115821 @AmazonHelp are up to their old tricks - this time buy through their global store and you have no rights,they say."
AmazonHelp,1031042,1142009,Tue Oct 24 15:46:02 +0000 2017,AmazonHelp,False,@182232 We'd like to help! Without adding personal/account information can you tell us more about what happened? ^ME
AmazonHelp,1031042,1142011,Tue Oct 24 15:56:42 +0000 2017,182232,True,"@AmazonHelp Amazon Global book. No ring knockbut large book folded,shoved through door.Damaged. Danny says no replacement. Then increasing rubbish. 1/2"
AmazonHelp,1031042,1142010,Tue Oct 24 15:58:57 +0000 2017,182232,True,"@AmazonHelp 2/2 Now he's""waiting for his supervisor. I'm used tot his old trick from Amazon. Make me wait...then 'lose line'..."
AmazonHelp,1031042,1142013,Tue Oct 24 16:19:37 +0000 2017,AmazonHelp,False,@182232 I'm sorry for the trouble! What does the order say who the carrier was? That info can be found here: https://t.co/aaDyEz1VgE ^MH
AmazonHelp,1031042,1142014,Tue Oct 24 16:24:25 +0000 2017,182232,True,@AmazonHelp i-parcel  - but I suspect that's the US carrier. No ident. on package but it's normally Hermes..
AmazonHelp,1031042,1142015,Tue Oct 24 16:29:29 +0000 2017,AmazonHelp,False,@182232 Thanks for confirming. Were we able to offer refund options for this order? ^AB
AmazonHelp,1031042,1142016,Tue Oct 24 16:32:17 +0000 2017,182232,True,@AmazonHelp First it was a discount. Then I was told it couldn't be replaced because it was from your global store.
AmazonHelp,1031042,1142017,Tue Oct 24 16:38:38 +0000 2017,AmazonHelp,False,@182232 I would like for a team member to investigate this for you! Please add information here: https://t.co/K4Gu7n23ly  Keep us posted!^FR
AmazonHelp,1053199,1165674,Tue Oct 24 18:00:13 +0000 2017,394184,True,Perlomeno potevate tararlo sui miei gusti. Sono profilato fino al midollo. @120540 https://t.co/Ef07Kb0dAq
AmazonHelp,1053199,1165672,Tue Oct 24 18:20:50 +0000 2017,AmazonHelp,False,"@394184 Grazie per il tuo feedback su quest'iniziativa, inoltrerò il tuo suggerimento al nostro team dedicato. ^GD"
AmazonHelp,1053199,1165673,Tue Oct 24 18:24:04 +0000 2017,394184,True,@AmazonHelp Grazie.
AmazonHelp,1367731,1505431,Fri Nov 03 16:15:18 +0000 2017,351200,True,"Hello @AmazonHelp @115850 
Friend of mine got her order in damaged condition. Can you please check https://t.co/U0Q32E6iAC"
AmazonHelp,1367731,1505432,Fri Nov 03 16:21:30 +0000 2017,AmazonHelp,False,@351200 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^HN
AmazonHelp,1367731,1505430,Fri Nov 03 16:22:00 +0000 2017,AmazonHelp,False,@351200 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN
AmazonHelp,1418907,1561139,Sat Nov 04 09:12:39 +0000 2017,482293,True,@115850 My order was suppose to reach me b/w 12.00 &amp; 13.00 hrs today. ORDER # 406-2943140-1966725.
AmazonHelp,1418907,1561137,Sat Nov 04 09:14:09 +0000 2017,482293,True,@115850 When I track it it says Delayed on customer request. I m totally unaware of this delay. What is going on. Tracking #: 511370114032.
AmazonHelp,1418907,1561138,Sat Nov 04 09:26:01 +0000 2017,AmazonHelp,False,"@482293 That's peculiar. Have you reported it to our support team yet? If not, please do so here: https://t.co/vlvfJr4nN9. 1/2 ^RS"
AmazonHelp,1418907,1561136,Sat Nov 04 09:26:28 +0000 2017,AmazonHelp,False,"@482293 Also, please don’t provide your tracking details as its personal information. Our Twitter page is visible to public. 2/2 ^RS"
AmazonHelp,1418907,1561140,Sat Nov 04 09:31:00 +0000 2017,AmazonHelp,False,"@482293 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2^AR"
AmazonHelp,1418907,1561141,Sat Nov 04 09:31:00 +0000 2017,AmazonHelp,False,@482293 Sorry for the delay in delivery. Kindly report this to our support team here: https://t.co/vlvfJr4nN9. We'll help 1/2 ^AR
AmazonHelp,2715657,2890588,Tue Nov 28 13:50:15 +0000 2017,801375,True,"@115851 i know you probably will never read this but in the last month or so ur Prime membership has failed to deliver within the ""guaranteed"" time..kinda makes me think twice if having Prime is even worth it anymore @AmazonHelp #changeisalwaysgood no prime will teach patience"
AmazonHelp,2715657,2890585,Tue Nov 28 14:21:31 +0000 2017,AmazonHelp,False,@801375 So sorry to hear about the late orders! Are there any current orders we'd be able to help you with? ^GS
AmazonHelp,2715657,2890586,Tue Nov 28 14:49:53 +0000 2017,801375,True,@AmazonHelp Not really i was supposed to get a couple things yesterday but AGAIN it never showed up...i'd like to think that the $11/month for Prime is worth it but right now it just doesn't seem like it is
AmazonHelp,2715657,2890587,Tue Nov 28 18:42:16 +0000 2017,801375,True,"@AmazonHelp Those ""Now Expected"" items were supposed to cime in yesterday GUARANTEED...never showed now i get a ""time frame""....time frames are for ebay they're not supposed to be for #amazonprime @115851 @115821 @AmazonHelp @115821 https://t.co/MjH7XVxzAk"
AmazonHelp,2715657,2890589,Tue Nov 28 18:47:00 +0000 2017,AmazonHelp,False,"@801375 What is the current tracking status for those orders? Also, can you let us know which carrier was assigned to deliver them? You can review this information here: https://t.co/q4LAMZ3tbE ^JS"
AmazonHelp,2715657,2890592,Tue Nov 28 19:20:21 +0000 2017,801375,True,@AmazonHelp  https://t.co/kga2ZHW16U
AmazonHelp,2715657,2890591,Tue Nov 28 19:20:28 +0000 2017,801375,True,@AmazonHelp  https://t.co/4DcIkvZfmr
AmazonHelp,2715657,2890590,Tue Nov 28 19:20:42 +0000 2017,801375,True,@AmazonHelp Amazon carrier was supposed to drop it off and this is all it shows me
AmazonHelp,2715657,2890593,Tue Nov 28 19:26:29 +0000 2017,AmazonHelp,False,@801375 I'm so sorry for the wait! I'd like to have a member of our team take a closer look for you. Please leave us your details here: https://t.co/yLHNgob0PC ^MH
AmazonHelp,2715657,2890594,Tue Nov 28 23:10:13 +0000 2017,801375,True,@AmazonHelp Just arrived so no need anymore i guess
AmazonHelp,2806909,2983160,Mon Nov 20 09:21:05 +0000 2017,822634,True,"From last 4 days I am getting
""Out for delivery message""
Think its better i cancel my order &amp; buy stuff from store nearby @115850 https://t.co/mmiZfcapIQ"
AmazonHelp,2806909,2983159,Mon Nov 20 09:57:32 +0000 2017,AmazonHelp,False,"@822634 Sorry to know your order isn't delivered yet, Aakash. We'd like to check and assist. Please reach out to us, here: https://t.co/vlvfJr4nN9. ^YP"
AppleSupport,313002,358901,Sun Oct 08 11:28:37 +0000 2017,200995,True,hey @115858 @AppleSupport: when’s ios11 going to be fixed so my apps stop crashing &amp; brand new (2 month old) battery stops draining so fast
AppleSupport,313002,358899,Sun Oct 08 15:53:00 +0000 2017,AppleSupport,False,@200995 We want to look into what's going on. Which device are you experiencing this on?
AppleSupport,313002,358900,Sun Oct 08 20:30:12 +0000 2017,200995,True,@AppleSupport iPhone 7
AppleSupport,313002,358902,Sun Oct 08 21:44:53 +0000 2017,AppleSupport,False,@200995 What's the exact version of iOS 11 you are running? Have you installed iOS 11.0.2? Let's dig into this deeper over DM: https://t.co/GDrqU22YpT
AppleSupport,358031,409691,Mon Oct 09 22:48:53 +0000 2017,212696,True,@AppleSupport can you guys please fix the music controller so i can change songs when using Pandora/ Spotify ? Or help me to make it work ?
AppleSupport,358031,409689,Mon Oct 09 23:18:30 +0000 2017,AppleSupport,False,@212696 Let's take a closer look together. Which device model is this happening on and which exact OS version number is installed?
AppleSupport,358031,409690,Mon Oct 09 23:19:58 +0000 2017,212696,True,@AppleSupport Iphone 7 plus and  ios 11.0.2
AppleSupport,358031,409692,Mon Oct 09 23:43:32 +0000 2017,AppleSupport,False,"@212696 Does this only occur in the Music widget for those two apps, or does it also occur in the Music app? Any steps tried so far?"
AppleSupport,358031,409694,Mon Oct 09 23:47:43 +0000 2017,212696,True,@AppleSupport Pandora and Spotify do not come up in the music widget at all i have tryed updating the apps but still dos not want to work
AppleSupport,358031,409693,Mon Oct 09 23:51:48 +0000 2017,212696,True,@AppleSupport I think i might have figured it out but thank you for the help I truly appreciate it
AppleSupport,358031,409695,Tue Oct 10 00:09:00 +0000 2017,AppleSupport,False,@212696 We're glad to hear you've figured it out! Just reach out if you need help again and have a good one.
AppleSupport,358031,409696,Tue Oct 10 00:09:59 +0000 2017,212696,True,@AppleSupport Thank you
AppleSupport,428489,487991,Fri Dec 01 14:04:52 +0000 2017,231159,True,"Did apple make this update to mess up our phones!!!!! What is this guys ! AND I AM NOT BUYING THE NEW PHONE, so please fix this update @115858 pleaaaaaase 🙏🏼"
AppleSupport,428489,487990,Fri Dec 01 15:53:00 +0000 2017,AppleSupport,False,"@231159 We'd like to see what we can do to assist. What exactly are you seeing happen? Also, are you fully up-to-date running iOS 11.1.2?"
AppleSupport,664162,743495,Wed Oct 11 14:50:32 +0000 2017,285117,True,Ever since updating my phone my battery has dropped from 81% to 16% in no time @115858 #Iphone6s
AppleSupport,664162,743493,Wed Oct 11 15:47:00 +0000 2017,AppleSupport,False,@285117 Hi there. We'd like to help. Have you tried any of the suggestions here: https://t.co/bivpdfBNJ6 Let us know if this helps.
AppleSupport,664162,743494,Wed Oct 11 17:19:39 +0000 2017,285117,True,@AppleSupport I will try that thank you @115858
AppleSupport,1440688,1565110,Sat Nov 04 06:35:04 +0000 2017,170467,True,"I updated my phone and I still see question mark boxes, so wtf really going on @115858 🤔"
AppleSupport,1440688,1565111,Sat Nov 04 10:41:11 +0000 2017,487605,True,"@170467 @115858 Apple implanting the new update 

What a shitshow https://t.co/Xfnwy1AZKB"
AppleSupport,1440688,1584622,Sat Nov 04 10:41:25 +0000 2017,487605,True,@170467 @115858 *implementing
AppleSupport,1440688,1584621,Sat Nov 04 10:42:17 +0000 2017,487605,True,"@170467 @115858 Aside from the I️ glitch, my phone has run like a POS since the first updated and every one since. Complete trash https://t.co/KBUZc83Qge"
AppleSupport,1440688,1565109,Sat Nov 04 15:25:00 +0000 2017,AppleSupport,False,@170467 Let's try the steps listed in this article. https://t.co/xU1AGIa4ME. Let us know if you need any further help.
AppleSupport,1440688,1584620,Sat Nov 04 16:48:31 +0000 2017,AppleSupport,False,"@487605 We'd love to help. DM us details about the issues you're seeing, and if you've updated to iOS 11.1, and we'll get started. https://t.co/GDrqU22YpT"
AppleSupport,1440688,1584619,Sat Nov 04 17:09:33 +0000 2017,487605,True,@AppleSupport I️ can’t DM. Please follow so I️ can
AppleSupport,1440688,1584618,Sat Nov 04 20:54:00 +0000 2017,AppleSupport,False,@487605 Let's try one more time. Please DM us via the following link. https://t.co/GDrqU2kzhr
AppleSupport,1558384,1709224,Tue Nov 07 00:25:21 +0000 2017,272373,True,Why does my WiFi turn on without permission? @AppleSupport
AppleSupport,1558384,1709223,Tue Nov 07 01:10:33 +0000 2017,AppleSupport,False,@272373 We'll be happy to look into this issue with you. DM us more details and include your device and OS as well. https://t.co/GDrqU22YpT
AppleSupport,1561089,1712023,Tue Nov 07 01:23:19 +0000 2017,518578,True,So if it’s i it works but if it’s I️ it doesn’t?? @AppleSupport @115858  When will this be fixed?!
AppleSupport,1561089,1712021,Tue Nov 07 02:01:31 +0000 2017,AppleSupport,False,@518578 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
AppleSupport,1561089,1712022,Tue Nov 07 02:03:18 +0000 2017,518578,True,@AppleSupport I did that already and it’s not a great solution. When can we expect this to be fixed?
AppleSupport,1561089,1712024,Tue Nov 07 02:52:00 +0000 2017,AppleSupport,False,@518578 We'd be happy to discuss this with you further in DM. https://t.co/GDrqU22YpT
AppleSupport,1868283,2024534,Mon Nov 06 14:24:43 +0000 2017,598724,True,"Dear @115858, I love having to do a hard restart on my iPhone every other day to fix all the issues of the new iOS. Keep up the good work."
AppleSupport,1868283,2024533,Mon Nov 06 14:32:28 +0000 2017,AppleSupport,False,@598724 We hear you and we want to help. Send us a DM with the type of iPhone that you have and we'll go from there: https://t.co/GDrqU22YpT
AppleSupport,1958067,2113784,Wed Nov 08 14:51:43 +0000 2017,623234,True,@115858 please tell me why this  nonsense pops up when Im trying to type the letter “i” that is one of the most dominant words in the human language &amp; no one can understand what Im trying to say because of the ridiculous update that did not inform me would make my letters change
AppleSupport,1958067,2113783,Wed Nov 08 14:53:02 +0000 2017,623234,True,@115858 Don’t make me go to the android life because I literally love my iPhone but this shit is getting old
AppleSupport,1958067,2113782,Wed Nov 08 17:01:35 +0000 2017,AppleSupport,False,@623234 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
AppleSupport,2048199,2206987,Thu Oct 19 10:00:31 +0000 2017,201222,True,"@AppleSupport ever since i got the new 11 update my phone storage GB keeps going up by itself,how do i stop it from doing it?"
AppleSupport,2048199,2206983,Thu Oct 19 13:52:00 +0000 2017,AppleSupport,False,"@201222 Let's team up and reclaim all the storage space we can. In Settings &gt; General &gt; iPhone Storage, what's taking up the most space?"
AppleSupport,2048199,2206984,Thu Oct 19 21:23:04 +0000 2017,201222,True,"@AppleSupport thanks Apple,it’s this game @74681 ,the documents and data keeps going up when i play it.its weird it might not be an iphone problem"
AppleSupport,2048199,2206986,Thu Oct 19 21:37:24 +0000 2017,201222,True,@AppleSupport @AppleSupport and this just happened when i tried to install the update to the new update. https://t.co/ANMY71vPcs
AppleSupport,2048199,2206985,Thu Oct 19 21:37:49 +0000 2017,201222,True,@AppleSupport and one more thing i keep on getting this pop up..do i maybe have a virus? https://t.co/kjFSBvFvxe
AppleSupport,2048199,2206988,Thu Oct 19 21:53:00 +0000 2017,AppleSupport,False,@201222 Let's meet up in DM so we can take a look into these issues further. https://t.co/GDrqU22YpT
AppleSupport,2048199,2206989,Thu Oct 19 22:02:17 +0000 2017,201222,True,@AppleSupport ok i did thanks
AppleSupport,2109604,2270050,Sun Nov 26 13:13:04 +0000 2017,660546,True,@AppleSupport I got this in my email thinking it’s a scan considering the grammar sucks but if it’s real please let me know thank you https://t.co/Sf6OHtaUGs
AppleSupport,2109604,2270049,Sun Nov 26 15:16:53 +0000 2017,AppleSupport,False,@660546 Hi! Let's take a look into this together DM. Join us here: https://t.co/GDrqU22YpT
AppleSupport,2183928,2345897,Mon Nov 13 15:02:33 +0000 2017,678341,True,@AppleSupport I can’t seem to type on my iPhone when it is cold. Have you ever seen this?
AppleSupport,2183928,2345895,Mon Nov 13 16:26:27 +0000 2017,AppleSupport,False,@678341 Thanks for reaching out. What temperature range are you having trouble with when using your iPhone? https://t.co/GDrqU22YpT
AppleSupport,2183928,2345896,Mon Nov 13 16:34:03 +0000 2017,678341,True,@AppleSupport When it’s 30 degrees or so. My old phone never had an issue. Seems to documented here. https://t.co/hewDF0Ecfu
AppleSupport,2183928,2345898,Mon Nov 13 17:22:26 +0000 2017,AppleSupport,False,@678341 Thanks for that information. DM which iPhone and specific iOS version you are using currently so we can continue to help. https://t.co/GDrqU22YpT
AppleSupport,2183928,2345899,Mon Nov 13 18:01:01 +0000 2017,150177,True,"@AppleSupport @678341 I’m curious, which iPhone is this?"
AppleSupport,2183928,2345900,Mon Nov 13 18:02:25 +0000 2017,678341,True,@150177 @AppleSupport iPhone X. When it goes from inside to outside the phone is unresponsive for a few minutes. Then works again. It’s super annoying.
AppleSupport,2183928,2345901,Mon Nov 13 18:03:41 +0000 2017,150177,True,@678341 @AppleSupport Yikes. Wonder how many Canadians will experience this. #WinterIsHere
AppleSupport,2183928,2345902,Mon Nov 13 18:14:57 +0000 2017,678341,True,@150177 @AppleSupport Yea I had posted an article that claims it has been acknowledged by Apple. Hope it’s true and fixed soon.
Delta,350561,399982,Mon Oct 09 17:48:42 +0000 2017,210574,True,@Delta My flight is this afternoon. What else would you suggest to correct this? Could it be handled early at the airport? Thanks! (part 2)
Delta,350561,399980,Mon Oct 09 19:04:45 +0000 2017,Delta,False,"@210574 Hi, Megan! Let me take a look. What is your confirmation? DM me the number.  *CAE https://t.co/6iDGBJAc2m"
Delta,350561,399981,Mon Oct 09 20:09:21 +0000 2017,210574,True,"@Delta got it figured out! Thanks for the response, anyway!"
Delta,350561,399983,Mon Oct 09 21:08:14 +0000 2017,Delta,False,@210574 You are very welcome and have a great afternoon.  *HRO
Delta,406583,463612,Fri Dec 01 03:03:14 +0000 2017,225225,True,Any suggestions for when 4 separate @Delta booking agents provide false information around which you base your holiday travel plans? Only to later be stuck without flights? @Delta this is unacceptable.
Delta,406583,463611,Fri Dec 01 03:07:09 +0000 2017,Delta,False,@225225 So sorry to hear this. Is there anything we can assist you with via Twitter? *TLT
Delta,406583,463610,Fri Dec 01 03:08:30 +0000 2017,225225,True,@Delta Via DM
Delta,406583,463609,Fri Dec 01 03:10:17 +0000 2017,Delta,False,@225225 Here is a private link for you. *TLT https://t.co/6iDGBJAc2m
Delta,1013755,1122883,Sun Oct 15 13:00:58 +0000 2017,384827,True,@delta flight 5305 not having snacks creating a rough start to my morning. #hungry
Delta,1013755,1122882,Sun Oct 15 13:40:17 +0000 2017,Delta,False,"@384827 Wow...really sorry about that, Pat. We hope your morning gets better.  *HJB"
Delta,1413965,1556224,Tue Oct 17 05:03:02 +0000 2017,481160,True,hi @Delta
Delta,1413965,1556223,Tue Oct 17 05:03:54 +0000 2017,481161,True,@481160 @Delta I KACHOW PLANES ON A DAILY DOSE OF FUN AND EXCITEMENT
Delta,1413965,1556221,Tue Oct 17 05:04:15 +0000 2017,481160,True,@481161 @Delta what
Delta,1413965,1556219,Tue Oct 17 05:08:20 +0000 2017,Delta,False,@481160 @481161 Hi there!  *HSD
Delta,1413965,1556220,Tue Oct 17 05:09:34 +0000 2017,481160,True,@Delta @481161 how are you?
Delta,1495759,1642131,Mon Nov 06 00:15:50 +0000 2017,Delta,False,@501968 Please see the attached link for approved carry-ons and extra items. https://t.co/aGzPDdhtWv *TMT
Delta,1495759,1642132,Mon Nov 06 04:59:28 +0000 2017,501968,True,@Delta Yes I had one carry on.. and a racing helmet .. what does that count as?
Delta,1495759,1642134,Mon Nov 06 14:29:31 +0000 2017,501969,True,"@501968 @Delta Huge list under Special Items &gt; Sports Equipment, but ""helmet"" doesn't appear. Throw your wallet inside and call it a purse!"
Delta,1495759,1642135,Mon Nov 06 22:05:17 +0000 2017,501970,True,"@501968 @Delta Christina, Delta pilots &amp; mechanics are some of the best but a helmets not gonna help much in a plane crash ... I'd have packed a chute. 😃"
Delta,1495759,1642133,Sun Nov 05 22:58:12 +0000 2017,501968,True,"When @Delta forces you to check in a bag cause you only allowed 2. My third ""bag"" was a plastic bag with a sandwhich for the flight 🙄😤🤦🏼‍♀️ https://t.co/RG3FBtI0pN"
Delta,1600287,1753621,Tue Nov 07 18:43:16 +0000 2017,423219,True,@Delta I was supposed to fly out of Mexico City on DL-335 which has been grounded due to mechanical issues. Can you help me please?
Delta,1600287,1753620,Tue Nov 07 18:48:34 +0000 2017,Delta,False,@423219 I'll be happy to check on that for you. Pls DM your conf #. *AAB
Delta,1633354,759105,Fri Oct 20 03:43:42 +0000 2017,197558,True,"@287589 @Delta when did Basic economy begin? Dan is correct, I've never heard of it before now."
Delta,1633354,759106,Fri Oct 20 10:20:47 +0000 2017,287589,True,@197558 @Delta Note the evasive language.  They won't admit that this is a new charge for something previously free; they do it all the time.  #gouging
Delta,1633354,750302,Wed Oct 11 16:33:57 +0000 2017,287589,True,@Delta I see that you now charge $20 extra for the luxury of choosing a seat in econ. class. Gets worse every time I try to fly with you.
Delta,1633354,750300,Wed Oct 11 16:38:07 +0000 2017,287589,True,@Delta Last time it was extra for the luxury of sitting closer to front of plane.  These things were ALWAYS standard &amp; free.  Not with Delta.
Delta,1633354,750301,Wed Oct 11 17:28:39 +0000 2017,Delta,False,@287589 Hi Daniel. The fee you mentioned is for seats that were once designated to our Medallion members that are now available to all. *TAS
Delta,1633354,750299,Wed Oct 11 17:31:34 +0000 2017,Delta,False,@287589 We apologize about any inconveniences and ask that you contact us if you need any further assistance. Thanks. *TAS
Delta,1633354,759108,Wed Oct 11 17:51:19 +0000 2017,287589,True,@Delta From your own website for Basic Economy: https://t.co/56cEDVUBAQ
Delta,1633354,759109,Wed Oct 11 17:52:33 +0000 2017,287589,True,"@Delta After that, you charge just to pick a seat.  That's not an ""inconvenience,"" that's a ripoff."
Delta,1633354,759102,Wed Oct 11 18:06:49 +0000 2017,287589,True,"@Delta After that, you charge just to pick a seat.  That's not an ""inconvenience,"" that's a #ripoff."
Delta,1633354,759100,Wed Oct 11 19:42:40 +0000 2017,Delta,False,"@287589 That is a Basic Economy ticket, that fare does not allow advance seating. It does not allow you to pay for a seat either.  *TJM"
Delta,1633354,759107,Wed Oct 11 19:44:43 +0000 2017,Delta,False,@287589 If you wanted to be able to pick your seats you would need to purchase a Main Cabin fare. Thank you for your patience. *TJM
Delta,1633354,759101,Wed Oct 11 20:02:57 +0000 2017,287589,True,"@Delta Tell me when, in the past, Delta assigned seats for ANY fare!  Flew Delta in May and this didn't exist even then.  Been flying with Delta ⬇️"
Delta,1633354,759103,Wed Oct 11 20:03:52 +0000 2017,287589,True,"@Delta for years and this was NEVER an option, along with those other listed restrictions."
Delta,1633354,759104,Wed Oct 11 20:16:56 +0000 2017,Delta,False,"@287589 We sincerely apologize for your disappointment, Dan. We always strive to create a positive customer experience. *AJC"
Delta,1661985,1133832,Sun Oct 15 14:41:28 +0000 2017,385056,True,Dear @Delta can you help get our soldiers home from Charleston that @AmericanAir left stranded?
Delta,1661985,1133830,Sun Oct 15 15:05:36 +0000 2017,Delta,False,@385056 ...their itinerary. Can you please DM details of the flights that they would need?  *TBW 2/2 https://t.co/6iDGBJAc2m
Delta,1661985,1133837,Sun Oct 15 15:05:36 +0000 2017,Delta,False,"@385056 Hi there Laurie, I am sorry to hear that our men in uniform are stuck. I can look to see if we have any military fares available for... 1/2"
Delta,1661985,1133831,Sun Oct 15 15:08:57 +0000 2017,385056,True,@Delta I just sent it
Delta,1661985,1133833,Sun Oct 15 15:26:08 +0000 2017,Delta,False,"@385056 Regretfully, we do not have enough spaces to accommodate all 13. I am truly sorry for this. *TBW"
Delta,1661985,1133834,Sun Oct 15 15:32:30 +0000 2017,385056,True,@Delta Understand. Can I use my air miles to get my son-in-law home today?
Delta,1661985,1133835,Sun Oct 15 16:34:21 +0000 2017,Delta,False,"@385056 Hey Laurie, yes may certainly use your SkyMiles to book an award ticket for friends and family.  https://t.co/jjBBBWflUi *TTN"
Delta,1661985,1133836,Sun Oct 15 16:43:35 +0000 2017,385056,True,@Delta I don’t think I have enough for all 13 and not sure you have enough seats for them all. It a sad situation for them all and their families
